"ApkName","FieldName","OriginalText","TranslatedText",
"AntiSpam.apk","act_action_reject_mute","Reject calls, Mute messages","Reject calls, Mute messages",
"AntiSpam.apk","act_del_ms","Reject messages","Reject messages",
"AntiSpam.apk","act_action_accept_reject","Reject messages","Reject messages",
"AntiSpam.apk","opt_reject_blacklist_stranger","Reject not in contacts","Reject not in contacts",
"AntiSpam.apk","fw_menu_remove","Remove","Remove",
"AntiSpam.apk","remove","Remove in blocked list","Remove in blocked list",
"AntiSpam.apk","fw_restore_ms","Restore messages","Restore messages",
"AntiSpam.apk","save_button","Save","Save",
"AntiSpam.apk","fw_menu_pick_from_contact","Select from contacts...","Select from contacts...",
"AntiSpam.apk","context_ms","Send SMS / MMS","Send SMS / MMS",
"AntiSpam.apk","fw_set_keyword","Set keyword filter(s)","Set keyword filter(s)",
"AntiSpam.apk","firewall_settings_tab_title","Settings","Settings",
"AntiSpam.apk","show_notification","Show all notifications","Show all notifications",
"AntiSpam.apk","show_firewall_notification","Show notification icon","Show notification icon",
"AntiSpam.apk","emptylist_fwlog_ms","SMS and MMS will be log when the firewall feature is turned ON","SMS and MMS will be log when the firewall feature is turned ON",
"AntiSpam.apk","fw_start_time","Start time","Start time",
"AntiSpam.apk","fw_whitelist","Whitelist","Whitelist",
"AntiSpam.apk","fw_whitelist_hint","Whitelisted numbers will be allowed on calls and text messages","Whitelisted numbers will be allowed on calls and text messages",
"ApplicationsProvider.apk","application_desc","Application","Program",
"ApplicationsProvider.apk","search_label","Apps","Google Aplikacije",
"ApplicationsProvider.apk","settings_description","Names of installed applications","Imena nameščenih programov",
"ApplicationsProvider.apk","app_label","Search Applications Provider","Iskanje ponudnika programov",
"Backup.apk","app_type_desc-app_type_desc-string-array-item1","(Applications)","(Aplikacije)",
"Backup.apk","settings_summary","(Basic settings such as phone, messages, etc.)","(Osnovne nastavitve, kot npr. telefon, sporočila, ipd.)",
"Backup.apk","app_type_desc-app_type_desc-string-array-item2","(Data + Applications)","(Podatki + Aplikacije)",
"Backup.apk","app_type_desc-app_type_desc-string-array-item0","(Data)","(Podatki)",
"Backup.apk","restore_launcher_layout_hit","(Note: Deleted programs can\'t be restore)","(Opozorilo: Izbrisani programi ne morejo biti obnovljeni)",
"Backup.apk","restore_telephony_hit","(Note: Phone will restart after restore is completed)","(Opozorilo: Telefon se bo samodejno ponovno zagnal ob koncu obnovitve)",
"Backup.apk","restore_contacts_hit","(Note: You need to create an account before contacts can be restored)","(Opozorilo: Pred obnovitvijo stikov morate narediti račun)",
"Backup.apk","delete_backup_confirm","\nBackup will be removed, please confirm?","\nVarnostna kopija bo izbrisana, ste prepričani?",
"Backup.apk","backup_recently","\u0020(Latest)","(Zadnje)",
"Backup.apk","cloud_item_info_summary","\u0020(Local %1$s | Online %2$s)","(Local %1$s | Online %2$s)",
"Backup.apk","backup_items_app_tailer","\u0020App Data Files\u0020","\u0020Datoteke aplikacij",
"Backup.apk","unit_byte","\u0020Bytes","\u0020bajtov",
"Backup.apk","unit_piece","\u0020Items","\u0020predmetov",
"Backup.apk","backup_items_sysdata_tailer","\u0020System Data Files\u0020","\u0020Datoteke sistemskih podatkov",
"Backup.apk","task_canceled_local","%1$s task(s) cancelled","%1$s task(s) cancelled",
"Backup.apk","auto_backup_interval_hint","%d Day(s)","%d Day(s)",
"Backup.apk","total_num","%d record(s) in total","%d record(s) in total",
"Backup.apk","auto_backup_interval_min","1 Day","1 Day",
"Backup.apk","import_from_xiaomi_account_hint1","1. Start a phone with contacts\n\n2. Install MiTalk and log in.\n http://www.miliao.com\n\n3. Enter MiTalk settings and choose ”Back up contacts to Xiaomi account”","1. Start a phone with contacts\n\n2. Install MiTalk and log in.\n http://www.miliao.com\n\n3. Enter MiTalk settings and choose â€Back up contacts to Xiaomi accountâ€",
"Backup.apk","auto_backup_interval_max","30 Days","30 Days",
"Backup.apk","system_data_label-system_data_label-string-array-item7","Alarm Settings","Nastavitve alarma",
"Backup.apk","backup_dialog_content_type-backup_dialog_content_type-string-array-item1","All Applications","Vse aplikacije",
"Backup.apk","auto_backup_setting_title","Auto backup","Samodejno varnostno kopiranje",
"Backup.apk","auto_backup_choose_title","Auto backup applications","Samodejno varnostno kopiranje aplikacij",
"Backup.apk","auto_backup_progress","Auto backup is in progress...","Samodejno varnostno kopiranje je v teku...",
"Backup.apk","auto_backup","Automatic Backup","Samodejna varnostna kopija",
"Backup.apk","data_no_enough_space_warning","Available storage is 30M,restore may fail, continue?","Available storage is 30M,restore may fail, continue?",
"Backup.apk","backup_hint","Avoid restarting the phone, use normal turn off to avoid data corruption","Avoid restarting the phone, use normal turn off to avoid data corruption",
"Backup.apk","button_return","Back","Nazaj",
"Backup.apk","backup_failed","Back up failed! Try again","Back up failed! Try again",
"Backup.apk","progress_backup_hint","Backing up data...","Varnostno kopiram podatke...",
"Backup.apk","backup_progress","Backing up...","Varnostno kopiram...",
"Backup.apk","button_backup","Backup","Varnostno kopiranje",
"Backup.apk","cloud_backup","Backup","Backup",
"Backup.apk","task_backup_finished_local","Backup complete","Backup complete",
"Backup.apk","backup_finished","Backup completed","Varnostno kopiranje končano",
"Backup.apk","backup_error","Backup Error","Backup Error",
"Backup.apk","task_backup_failed","Backup failed","Varnostno kopiranje neuspešno",
"Backup.apk","auto_backup_interval","Backup frequency (in days)","Frekvenca varnostnega kopiranja(v dnevih)",
"Backup.apk","task_cloud_backup_cancel_dialog","Backup has not been completed\nClick OK to cancel this task","Backup has not been completed\nClick OK to cancel this task",
"Backup.apk","task_local_backup_cancel_dialog","Backup has not completed\nClick OK to cancel backup","Backup has not completed\nClick OK to cancel backup",
"Backup.apk","compute_backup_info","Backup information","Preveri informacije o varnostni kopiji",
"Backup.apk","task_running_dialog","Backup is running in background, click OK to view progress","Varnostno kopiranje poteka v ozadju, kliknite V redu za ogled postopka",
"Backup.apk","auto_backup_choose","Backup list","Seznam varnostnega kopiranja",
"Backup.apk","backup_report","Backup report","Backup report",
"Backup.apk","task_service_not_launched","Backup service not started, please wait!","Servis varnostnega kopiranja še ni zagnan, prosimo počakajte!",
"Backup.apk","task_backup_succeed","Backup successful","Varnostno kopiranje uspešno",
"Backup.apk","sc_bad_request","Bad request","Bad request",
"Backup.apk","menu_patch_delete","Batch","Množično kopiranje",
"Backup.apk","system_data_label-system_data_label-string-array-item9","Block Settings","Block Settings",
"Backup.apk","system_package_label-system_package_label-string-array-item3","Browser","Browser",
"Backup.apk","call_title","Call logs","Dnevnik klicev",
"Backup.apk","cloud_sim_data-cloud_sim_data-string-array-item0","Call Logs","Call Logs",
"Backup.apk","cloud_data_label-cloud_data_label-string-array-item1","Call Logs","Dnevnik klicev",
"Backup.apk","system_data_label-system_data_label-string-array-item1","Call Logs","Dnevnik klicev",
"Backup.apk","system_package_label-system_package_label-string-array-item4","Camera","Camera",
"Backup.apk","button_cancel","Cancel","Prekliči",
"Backup.apk","cancel","Cancel","Prekliči",
"Backup.apk","task_canceled_all_local","Cancel all task(s)","Cancel all task(s)",
"Backup.apk","cancel_backup","Cancel backup","Prekliči varnostno kopiranje",
"Backup.apk","task_failed_all_local","Cancel failed","Cancel failed",
"Backup.apk","task_backup_cancel_progress","Cancel in progress...","Cancel in progress...",
"Backup.apk","cancel_restore","Cancel restore","Prekliči obnovitev",
"Backup.apk","task_canceled","Cancelled task","Preklicano opravilo",
"Backup.apk","guarded_mode_dialog_message","Cannot backup/restore in guarded mode","Nie można użyć kopii czy przywracania w trybie chronionym",
"Backup.apk","sc_unauthorized","Certification not valid","Certifikat ni veljaven",
"Backup.apk","reverse_all","Clear all","Clear all",
"Backup.apk","cloud_restore_guide","Click Start restoring to restore data\n You may also restore %s in Backup","Click Start restoring to restore data\n You may also restore %s in Backup",
"Backup.apk","sc_service_unavailable","Cloud service not available","Servis v oblaku ni na voljo",
"Backup.apk","task_finished","Completed task","Končano opravilo",
"Backup.apk","cloud_account_data-cloud_account_data-string-array-item0","Contacts","Contacts",
"Backup.apk","cloud_data_label-cloud_data_label-string-array-item0","Contacts","Stiki",
"Backup.apk","system_data_label-system_data_label-string-array-item0","Contacts","Stiki",
"Backup.apk","contact_title","Contacts","Stiki",
"Backup.apk","current_account","Current account:%s","Current account:%s",
"Backup.apk","current_sim","Current SIM","Current SIM",
"Backup.apk","system_data_label-system_data_label-string-array-item10","CurrentTheme","CurrentTheme",
"Backup.apk","delete","Delete","Delete",
"Backup.apk","backup_delete","Delete backup","Izbriši varnostno kopijo",
"Backup.apk","delete_backup","Delete Backup","Izbriši varnostno kopijo",
"Backup.apk","compute_delete_contact_info","Delete contact information","Delete contact information",
"Backup.apk","batch_delete_backup_confirm","Delete selected backup(s)?","Izbrišem izbrane varnostne kopije?",
"Backup.apk","delete_backup_process","Deleting backup, please wait...","Brišem varnostno kopijo, prosimo počakajte...",
"Backup.apk","system_data_label-system_data_label-string-array-item6","Desktop Layout","Izgled namizja",
"Backup.apk","button_finish","Done","Končaj",
"Backup.apk","auto_backup_choose_empty","Empty","Prazno",
"Backup.apk","auto_backup_open","Enable auto backup","Omogoči samodejno varnostno kopiranje",
"Backup.apk","task_failed_local","Faile to cancel %1$s task(s)","Faile to cancel %1$s task(s)",
"Backup.apk","task_failed","Failed task","Neuspelo opravilo",
"Backup.apk","system_package_label-system_package_label-string-array-item5","File Explorer","File Explorer",
"Backup.apk","findlost_contact","Find contact","Poišči stik",
"Backup.apk","findlost_contact_online","Find contact online","Find contact online",
"Backup.apk","system_package_label-system_package_label-string-array-item0","Gallery","Gallery",
"Backup.apk","guarded_mode_dialog_title","Guarded mode","Tryb chroniony",
"Backup.apk","sc_internal_server_error","Internal server error","Notranja napaka strežnika",
"Backup.apk","cloud_last_backup","Last backup:","Last backup:",
"Backup.apk","local_home_title","Local Backup","Lokalna varnostna kopija",
"Backup.apk","local_backup_window_title","Local Data Backup","Lokalna varnostna kopija",
"Backup.apk","local_restore_window_title","Local Data Recovery","Lokalna obnovitev",
"Backup.apk","account_login","Log in","Prijava",
"Backup.apk","miliao_account_login","Login MiTalk","Login MiTalk",
"Backup.apk","cloud_sim_data-cloud_sim_data-string-array-item1","Messages","Messages",
"Backup.apk","system_data_label-system_data_label-string-array-item2","Messages","Sporočila",
"Backup.apk","cloud_data_label-cloud_data_label-string-array-item2","Messages","Sporočila",
"Backup.apk","sms_title","Messages","Sporočila",
"Backup.apk","miliao_account_guide","MiTalk upgraded to Xiaomi account\n Enjoy all Xiaomi online services","MiTalk upgraded to Xiaomi account\n Enjoy all Xiaomi online services",
"Backup.apk","cloud_backup_login","MIUI Account","MIUI Account",
"Backup.apk","app_name","MIUI Backup","MIUI Backup",
